x_coords,y_coords,z_coords,type
0.15416564355310047,-0.7059065803054221,0.11404116783529017,1
-2.6362289872079643,-1.8074797209407736,0.7425919719356144,-1
-3.5435055898712102,-1.4001052554181728,-0.06785291959608908,-1
1.855111181624074,-3.8429614671705634,-0.5984925167326369,-1
-1.6445489595637817,-1.7692611857671885,0.9656395110660418,-1
-3.8217768505117844,-3.3106426815912835,-0.4048100353265429,-1
-0.16455091346919382,-3.036429280339788,-0.8602891616402721,1
2.3291423893388723,-3.916949934111612,-0.3147455168704001,-1
2.6510513659267954,2.440281236835145,-0.6027905329929293,1
-0.2845860798607367,1.7061320148057515,0.14553694965851083,1
3.178537143661054,-2.8249270952089436,-0.722941758434329,-1
1.707137151506445,-3.9922254094865384,0.8443212311999841,-1
-0.4956903221131608,0.6258658038111848,0.429603790673617,1
-2.3135495813887683,0.4333950306566825,0.5588869753443082,1
0.8726575937005032,-0.16451532349618692,-0.1265016086340609,1
-1.1628192251609688,2.334349331704294,-0.562539076392575,1
-3.6961460787955875,2.4453003160066764,0.19980845581998108,-1
-2.2641071070428227,1.8527727360294914,-0.7084525093372429,1
3.9273580060769957,-1.857171093571992,0.805946400399649,-1
-1.5176589241757075,0.545143662904426,-0.5672091174499234,1
2.9757160920210914,-2.4327168563493684,0.9452658185251126,-1
-3.506608942600785,-3.6841665086048856,-0.07670801738918054,-1
-0.38845733460404475,-1.6458562926389746,0.3805684135887277,1
2.7635375199764862,1.6307756312698052,-0.7562873492875577,1
1.9419003763824616,-0.5741968256085785,0.4188171407723633,1
-0.9599655081766496,-3.187966592924991,0.19621963152893285,-1
-3.465124258395787,0.1658816961487357,-0.838314410285192,1
1.0281903609655894,-1.3944152193430623,-0.7045214108652289,1
0.1697036677184185,-1.9447670119427487,-0.8005575855454183,1
-3.7223533638496162,-2.2388913258034133,-0.6561542228069213,-1
-1.3117513593376424,-3.5576700808711097,0.21990068974920263,-1
-1.2341770736049638,0.2501665840613878,0.001088742727877623,1
-2.4391549581560312,0.12029468509860664,0.5116330304493493,1
3.574736464692874,-2.181081381220304,0.2860494882745397,-1
-3.06179894227669,0.8233046902645871,-0.4730942792261068,1
2.370239555965316,-2.3547861703390263,-0.714090602607556,1
-1.029971424628255,-1.8617679797735418,-0.42799978707713615,1
-0.578956575633601,2.7290259905714205,-0.7747851712599896,1
0.9728630098353594,-2.9100992859007073,0.1812061593421126,-1
-3.297756817569592,0.6403633955404917,-0.14416837579758823,-1
-2.441567679687336,-3.7219461766621382,0.8176074811572189,-1
3.1795697879288003,-2.7043545570043,0.20643251028250775,-1
-0.9521582781557028,-2.2464889949275655,0.12048039749407558,1
-3.914490807539317,-3.4602989370749713,0.4010030135212592,-1
-2.1770884813279325,0.0668840482291877,-0.5274644516776088,1
0.022574399441601223,0.10684777983586535,0.7388510599144096,-1
2.6317690635561,-3.884042491342637,0.33079435245719435,-1
3.6608080546023674,0.7369565290372391,-0.8129378603648187,1
0.17561481997306938,1.8565882919403398,-0.20934475827598376,1
3.092846048415125,0.15714664233432174,0.5131574764546882,-1
-0.4801440441594407,0.37030701283120404,0.9452416761162579,-1
-1.5672064679200055,-0.6787484646047481,-0.8459695862375929,1
-0.861751872583481,0.3873298359867219,-0.7581780409879391,1
-3.2649388950404212,2.342575473064856,-0.46165218942276454,-1
-1.608815681270003,-1.9517100442180286,0.2381295543850539,1
3.7144559278120637,-0.05789327676407563,0.5927718827656336,-1
2.2323634581409495,0.684672130601176,-0.15618277691630067,1
3.05130437387629,-1.4121440442325008,0.7236968592771946,-1
-0.5195168626644344,-1.93433667588992,0.23433601751178101,1
-2.7985991023043386,3.8840407264472505,0.6448771008444192,-1
0.6368250448312347,-2.590894540509308,-0.09216911428548258,1
-0.6664668690487732,-0.5011655571532074,-0.7622390877544889,1
1.1109227276540645,-2.0377004925834132,-0.32409265210448157,1
0.31740717330807744,2.733751174932258,0.16787940025266623,1
1.7140600936322894,1.0652228779482034,-0.8374934019298219,1
-1.6275534953223882,-0.27258965215591235,-0.5117272357029341,1
-2.858355092910939,-2.91983452548836,-0.8773968352007411,1
-3.264131271626024,1.296784666164016,0.6842591231332786,-1
-2.949208533507176,-1.820618016685355,-0.7088682749421984,1
-1.0723998647991566,-0.523914340021773,0.2605068587145487,1
-3.0099697011363133,0.060764419552241655,-0.07235862720440323,1
-1.2991147675625552,-3.8700233480716753,0.39860183737404076,-1
2.833801044961417,-1.0711531481145045,0.5918589321509511,-1
-2.270392297781706,-0.20894009339475872,0.86464958299119,-1
-2.158448510905676,2.1153054572444763,-0.7636080282145035,1
-0.8537337961894886,1.354249128002377,0.9793915279928211,1
1.4616964682291025,3.1801867769829038,-0.9393640550372271,1
-2.5819885818010633,-1.5113137845918914,-0.997192179294456,1
-3.2999320842977466,-1.0742512680288847,-0.45208374072735413,1
3.200382928894653,0.9470828020687989,-0.3500208303378458,1
-1.4287139594097518,-0.027203968659165412,-0.2760779836274836,1
0.3482442465672655,3.9900967410183448,-0.33764437880640363,-1
-1.780012197634746,-1.419150924955125,-0.20885858465718243,1
-0.5313453880533876,-0.9545327409969788,0.9587515569071456,-1
-1.0417464250160968,1.4067792217370627,0.23666951448948903,1
-1.9003164271544968,-1.285271177531727,0.7816244676782709,-1
-3.1658582847775163,3.6256471413307763,0.4899160641772655,-1
3.0666006270303177,-1.846359863633464,-0.8263456141361651,1
-2.6467474515506515,3.0678044803433675,-0.4866114494748657,-1
0.2876988607030153,-0.06561650024087395,0.6108420899564719,-1
3.1547060924762658,1.9857878537293177,0.5638812382288854,-1
0.7324687544669732,-2.3008497908408456,-0.5602367869358897,1
-3.091669414683417,-1.728446897151417,-0.11905152587388956,-1
-3.946334442224959,-3.2726689539398652,0.2546016523563668,-1
2.0290187423243413,2.2886338090658054,-0.6053163160477364,1
-3.1841501969696386,2.50955151653278,0.9270599255031551,-1
2.5142585679110807,-3.6083144359139565,0.702046139004666,-1
-1.5015963376109465,2.4937589975864682,0.03825424141377054,1
-1.6939158891170631,0.40922779234046924,0.5198736605830354,1
3.711930219361916,1.842992230149906,0.7447040777432057,-1
0.19735965955075496,0.08401205864031525,-0.5373318191999754,1
-3.4852271009430646,2.4857234808811928,-0.5647728775635219,-1
1.0072427192098319,2.403172938823081,0.1850532160703966,1
3.766990692106524,-1.0598838425710415,-0.96699643276619,1
2.0011266519570556,0.5457643277546991,-0.6538426726657001,1
-0.6146835227224132,1.9784800720655582,0.7539770952134042,1
-1.0323912247910396,-3.8232476395821973,-0.9623380566543982,1
0.04116836737466212,0.5618480930795862,-0.8242311183888582,1
2.545869779644275,-0.492732373694456,0.5553200111443581,-1
2.2692652750524998,-2.4253406575169905,-0.6885404644827147,1
3.891603647391575,2.2917900064433097,0.5929938468063074,-1
-0.6960141305348078,-3.055600687201199,0.04549773811447033,-1
0.7679929654382374,3.5968293703325926,0.4295788521788819,-1
3.7153090986658786,3.0318858482925926,0.2679922775458603,-1
0.3567688107375293,0.22714030378253636,0.08503161551957317,1
