x_coords,y_coords,z_coords,type
0.37533919133620586,-0.038288606615214604,0.8464059193216669,-1
-0.32379885934329544,-0.9503250878999443,0.28630497882169603,1
-0.09198071873347469,-0.25620017736009704,0.16138372763772835,1
0.9257148233283508,0.8606358990762126,-0.7324604300988371,-1
-0.23333218196004024,-0.5231650181465517,-0.6836011138840101,1
-0.7842022517849476,-0.3471548296166609,-0.2642881550150169,1
0.6912488378291333,-0.3091393767287318,-0.20615879244691682,1
-0.7469389080879154,-0.9314177077482761,-0.12808413324328605,1
-0.5975996901369709,0.5545424647184596,0.9900606380581185,-1
0.2946508973809632,-0.7827408582317446,-0.5006566539121129,1
0.5465467149746639,-0.03514223844698949,-0.46496632711636354,1
-0.5310211545850452,0.8652180739067319,-0.48796661062289126,1
-0.7959296229199111,-0.04260594530831785,-0.8710421476213719,1
-0.07733294903979115,0.378337043442722,-0.503759604038174,1
0.12319594014196,-0.9622057756015134,0.2694016260004968,1
0.571191171634156,-0.7318412835938011,0.21812218587189203,1
0.8559133309503628,-0.9836586310363407,-0.3760743414978529,1
-0.2024861246017129,-0.9160908542849151,0.6667155674392029,1
-0.5702495541006223,0.6678729942339916,-0.17443021398272918,1
-0.38510241346641894,-0.5183407258561392,0.9606896719272708,1
0.06822429219664916,-0.14049053489926022,-0.6176840851736363,1
-0.15965143327748987,0.18089249224369186,0.11358701818283135,1
-0.9792183920320126,-0.6410302520914495,0.8535000942286846,1
0.817924530290342,0.7711398436992718,0.917787304566053,-1
0.33606309090342634,0.26858516929908616,-0.9718945826322893,1
-0.3424568249494113,0.6385915473905037,0.7367528672566703,-1
-0.7388502041726872,-0.9279792784110041,-0.17240033206562533,1
-0.5124110917536315,0.3016834349552804,-0.7350158618408869,1
-0.7400537841485448,0.5815309210617075,-0.5856838755355924,1
-0.011442760668696428,-0.1736707985506596,-0.7188559577901723,1
0.05763582185314675,0.8752817924121248,0.45506082092923217,-1
0.2570705475744095,-0.35233158564287126,-0.23616381525320795,1
-0.9250567147312516,0.32773305549259835,-0.5920573459853709,1
0.682813381787297,-0.8468990636129299,-0.9923429012182694,1
-0.7219765590272371,-0.3696906533012234,-0.843559661820594,1
0.8983446146218976,-0.8786595020361532,-0.8736724695149021,1
-0.5141321491357642,-0.27120578622296554,-0.19669054072885017,1
-0.38370519904048495,-0.088804736920582,-0.8505052650048481,1
