x_coordinates,y_coordinates,z_coordinates,bin
-0.8379443684390953,1.0039708038891697,-0.8466944384761522,1
-0.45323291559756457,-1.8500012515252737,1.0063046785766356,1
-0.9762920693656182,-1.0256256020623649,0.3601571755168578,1
-0.05155255088215222,-0.7168745612111364,-1.6939561674035772,1
-0.08793129880363987,-0.6360016008462608,-0.16543547725919966,1
1.1171353202825538,-1.2722829133856894,0.6227263934149075,1
-0.3831621166393843,0.3023910358028081,-0.07299692346965374,1
0.17724283232371046,1.1688858796602746,1.128561700934993,1
0.5767468363411377,0.8524965705485406,1.152657924303678,1
0.8326872743030296,-1.7520705075702738,1.7000186451892387,1
-1.6557713219898884,0.7434850804955683,0.4018551030730054,1
-2.869645959759472,0.971814845883611,0.7810005062171779,1
-0.7154733329487102,0.22203770788834337,-0.7515676322024282,1
0.6525579219260159,-1.0999631951007796,-0.941892544122183,1
-1.657184283645153,1.5590213506527595,0.5929235711060331,1
-1.115154993569413,-0.6080645462530702,1.1975197999213458,1
-0.6876322055251435,0.6070433617994784,1.149137699712697,1
-1.5021356300259032,1.00557164063859,0.7577373187507235,1
-0.8058560463466701,0.13498395518195183,-0.07017660811688274,1
0.19043326448555492,-0.8452197791031889,0.04184900922400589,1
-1.4054898306505685,0.40647478566237294,1.043385457583179,1
-1.6615781401976877,-1.6918335427610727,-2.0873642743749414,1
0.015490935212433006,0.3128671489741872,-0.18573645803362404,1
-0.7398408638139878,-1.570029608346847,-1.0981340318644897,1
-0.0984409756209963,-2.2201001078744125,-0.022345207247261526,1
-0.346693523318877,-0.3402353221258553,-0.3185093643917222,1
-0.9836880284737062,-0.3697432286214436,0.8672895475073713,1
-1.6781857593342893,0.6281678576167886,0.5819396446345568,1
0.8180621516106594,-1.7225200426837461,0.7303747784354393,1
-0.4114521778273798,-0.6872717143366748,0.7628331491777641,1
-1.2867053119781262,-2.080925356944674,-0.09799197321844068,1
-0.9763012569227966,0.380856516732229,-0.9334743767911036,1
1.2719667619542188,-1.068075632527395,-1.0385349668753832,1
0.17359267838318362,-0.41645527514646125,0.026373614391214453,1
0.21587448104645696,-1.544944728425348,0.07833153713622037,1
-0.8421157999678055,0.5537787142435322,-1.0029929311370056,1
-0.0634270198172777,1.5263382855759506,0.36571275374583573,1
-0.1388269184892807,1.191637414240309,0.6598480140908387,1
-0.046528784591473034,-0.1466354680982773,0.24272691019320888,1
0.3807111777738053,0.3249618314981492,0.575766267785213,1
-0.5846982161475401,1.1697324157828568,1.4606458141421048,1
-0.4618315593636489,-1.1970792906602234,-0.03825188162042892,1
-0.7035914518767518,0.5553708624582424,-1.6654082861124457,1
-0.9513536015265581,-0.4630159024938269,0.3697038773337914,1
-0.020323199014900185,-0.19234504699491714,0.6869591019324629,1
