x_coord,y_coord,z_coord,bin
1.6021366987377605,2.0071496298016136,0.000998100904423628,1
1.0783209587279963,0.3734290559753031,-1.0155705713869327,1
1.1791968845937868,0.15494084384073137,-2.2436407081553895,1
-1.404411523320945,0.8068092113836054,-0.9128015660611031,1
0.10519740275235659,1.7129818357468776,0.8248734574034224,1
-0.5986648689600772,-1.9893722610904867,-0.7114238640374762,1
0.12024536694153345,-0.3526320258539625,1.274359004581895,1
0.5509469267049797,2.3242411542318844,0.9317285520271512,1
1.2261641168255974,-0.009354787035722829,0.8229194216690919,1
-1.4209388771025695,-0.1435824522141803,-0.4447823686535527,1
0.6968881828462802,0.633362477324926,0.9720434121981337,1
-0.4534393273872872,1.514345123668808,0.928516764729241,1
2.3822197551391553,0.4442197833440923,0.4816235378447368,1
1.104720352229762,-0.0594092019337001,-0.8198690472411896,1
-0.3583619711668116,0.15820624991577265,0.08483178086301783,1
0.27562957238904584,0.36611308721573443,-0.13867458254590884,1
-0.6483916467616435,-1.1208471259383215,-0.5918600865559294,1
-0.9502606191611507,-0.5625748920824957,-0.8440875877465478,1
0.7488062925630469,-0.9121127483751609,-1.0993178884144246,1
1.3101816667790183,0.283623416571205,0.9922581686270077,1
0.6700054308885791,-1.4550158213257434,0.20050792282802796,1
-1.386972139678296,-1.3462174754062228,-0.7573715519528195,1
1.752559505680523,-0.6944339923710321,-2.1373545307339703,1
1.7179154353865878,0.11424124474111685,0.4495835420784847,1
0.5473478638878019,0.13557372723713174,2.0591452737555502,1
0.04753753287384058,0.10099898267752858,0.16997090371295523,1
-2.423751606719265,0.09629040509004291,0.10231950087330571,1
0.865726659653436,0.24420032342109393,-0.07126910877667235,1
0.7838123583710929,1.8328868866567791,-0.5626338822650051,1
1.3162800485507755,-1.1606813538338796,-0.0690886315578768,1
1.2233136699014728,-0.363240323262576,2.0383859122573655,1
-0.04268034979259829,0.004518187894399805,-0.8324183337382216,1
0.4862258224407484,0.22465548639520386,-0.8942908718899738,1
0.6430121806537568,-0.1633083166463008,-1.77769084654454,1
1.649501157331103,0.9939667788853714,1.7155901975422811,1
0.34998831380313283,-0.6402033024560334,-3.6485650580827755,1
0.354650372003063,-0.683316153422439,0.0028264049545668342,1
-1.2283609091785515,-0.9013212348232976,0.4189693812127327,1
1.512897687005469,-0.1820078122372888,-0.001742161042396287,1
0.7393731456970747,-0.3599224256229788,-1.9890151431302352,1
-1.0421745641127664,-1.1367662565414165,-1.4887549512854263,1
0.21557061975781627,0.6689404469241129,-0.15398558868063839,1
1.8276483652716669,0.2556510839082874,-0.4944347311900147,1
0.727607426503999,-0.30091803524940103,-0.9829696228942051,1
-1.2957609180761198,-1.2557726161410725,-0.6051415374128689,1
